"location","description","secs","category","CDNumber","CDName","tracknum"
"07037520.wav","Sash window opened & shut.","43","","EC1007B","","6"
"07037519.wav","Door squeaks.","25","","EC1007B","","5"
"07037518.wav","Door creaks open & shut twice.","77","","EC1007B","","4"
"07037517.wav","Heavy door opened & shut.","21","","EC1007B","","3"
"07037516.wav","Heavy door with lock & bolts opened & shut.","18","","EC1007B","","2"
"07037515.wav","Prison doors opened & closed, with keys jangling.","52","","EC1007B","","1"
"07037514.wav","Creaking door closed.","21","","EC1007A","","11"
"07037513.wav","Creaking door closed.","16","","EC1007A","","10"
"07037512.wav","Metal door closed twice.","20","","EC1007A","","9"
"07037511.wav","Metal door closed with a clang twice.","22","","EC1007A","","8"
"07037510.wav","Noisy door opened & closed.","25","","EC1007A","","7"
"07037509.wav","Noisy door opened & closed.","18","","EC1007A","","6"
"07037508.wav","Door unlocked & locked.","19","","EC1007A","","5"
"07037507.wav","Door, key & handle turned, door opened & reverse.","27","","EC1007A","","4"
"07037506.wav","Creaking door.","15","","EC1007A","","3"
"07037505.wav","Creaking door in wind.","39","","EC1007A","","2"
"07037504.wav","Clatter & creak of signs.","56","","EC1007A","","1"
"07037503.wav","Hampshire Farm, early morning atmosphere.","230","","EC1002G","","12"
"07037502.wav","Motorcycle starts & departs.","23","","EC1002G","","11"
"07037501.wav","Pigeon, landing with flap of wings.","15","","EC1002G","","10"
"07037500.wav","Pigeons, flapping of wings with human whistles.","16","","EC1002G","","9"
"07037499.wav","Pigeons, flapping of wings with rifle shots.","20","","EC1002G","","8"
"07037498.wav","Pigeons, flapping of wings.","11","","EC1002G","","7"
"07037497.wav","World War II, unidentified aircraft swooping with gunfire.","42","","EC1002G","","6"
"07037496.wav","Pigeons cooing. (Close perspective recording.)","17","","EC1002G","","5"
"07037495.wav","Pigeon loft, door opens & closes, footsteps on wooden floor of loft.","19","","EC1002G","","4"
"07037494.wav","Pigeon loft, general atmosphere with wings flapping..","41","","EC1002G","","3"
"07037493.wav","Pigeons cooing.","49","","EC1002G","","2"
"07037492.wav","Pigeons actuality.","30","","EC1002G","","1"
"07037491.wav","Owl imitation.","58","","EC1002F","","12"
"07037490.wav","Dog barking.","102","","EC1002F","","11"
"07037489.wav","Dog barking.","32","","EC1002F","","10"
"07037488.wav","Cairn Terrier, yelp & howls.","10","","EC1002F","","9"
"07037487.wav","Cairn Terrier yelping, whining & barking.","106","","EC1002F","","8"
"07037486.wav","Cairn Terrier barking & yelping.","89","","EC1002F","","7"
"07037485.wav","Dogs, angry snarls & barks.","14","","EC1002F","","6"
"07037484.wav","Dog, anxious barking with whines.","79","","EC1002F","","5"
"07037483.wav","Springer Spaniel, distant barking, approaches.","34","","EC1002F","","4"
"07037482.wav","Springer Spaniel barking, growling & panting.","69","","EC1002F","","3"
"07037481.wav","Springer Spaniel barking & panting.","74","","EC1002F","","2"
"07037480.wav","Mongrel Terrier barking.","189","","EC1002F","","1"
"07037479.wav","Irish Wolfhound barking.","80","","EC1002E","","10"
"07037478.wav","Irish Wolfhound, howling, barking & whining.","180","","EC1002E","","9"
"07037477.wav","Knock on door, dog barks, door closed.","21","","EC1002E","","8"
"07037476.wav","Dog barks as door opened & closed.","15","","EC1002E","","7"
"07037475.wav","Dog, distant barking.","28","","EC1002E","","6"
"07037474.wav","Dog, distant barking.","35","","EC1002E","","5"
"07037473.wav","Dog, angry barking & growls.","127","","EC1002E","","4"
"07037472.wav","Dog, angry snapping & growls, with a few barks.","61","","EC1002E","","3"
"07037471.wav","Spaniel, angry snarling.","96","","EC1002E","","2"
"07037470.wav","Springer Spaniel, angry snarling.","90","","EC1002E","","1"
"07037469.wav","Golden Retriever barking & whining.","87","","EC1002D","","12"
"07037468.wav","Golden Retriever growling.","71","","EC1002D","","11"
"07037467.wav","Golden Retriever growling.","89","","EC1002D","","10"
"07037466.wav","Maltese Terriers, two barking in distance.","36","","EC1002D","","9"
"07037465.wav","Maltese Terrier barking.","10","","EC1002D","","8"
"07037464.wav","Maltese Terrier barking.","9","","EC1002D","","7"
"07037463.wav","Maltese Terriers, two yapping & fighting.","51","","EC1002D","","6"
"07037462.wav","Airedale barks once.","8","","EC1002D","","5"
"07037461.wav","Airedale barking angrily.","14","","EC1002D","","4"
"07037460.wav","Airedale panting excitedly.","14","","EC1002D","","3"
"07037459.wav","Airedale barking.","11","","EC1002D","","2"
"07037458.wav","Airedale barking.","13","","EC1002D","","1"
"07037457.wav","Huskies fighting.","35","","EC1002C","","8"
"07037456.wav","Huskies barking & panting.","68","","EC1002C","","7"
"07037455.wav","West Highland Terrier barking. (Recorded outdoors.)","69","","EC1002C","","6"
"07037454.wav","West Highland Terrier barking. (Recorded indoors.)","62","","EC1002C","","5"
"07037453.wav","Horse whinnying.","54","","EC1002C","","4"
"07037452.wav","Sheep, single lamb.","57","","EC1002C","","3"
"07037451.wav","Sheep, ewe & two lambs.","54","","EC1002C","","2"
"07037450.wav","Sheep, ewe & lamb.","55","","EC1002C","","1"
"07037449.wav","Opossum, sound made by opossum.","57","","EC1002B","","9"
"07037448.wav","Dogs barking. (Breed unknown.)","53","","EC1002B","","8"
"07037447.wav","Reindeer Ride, with bells, orders shouted & dogs barking.","111","","EC1002B","","7"
"07037446.wav","Rats scampering & scraping.","68","","EC1002B","","6"
"07037445.wav","Rats squeaking.","64","","EC1002B","","5"
"07037444.wav","Dragon's footsteps. (Specially created effect.)","76","","EC1002B","","4"
"07037443.wav","Dragon roaring. (Specially created effect.)","35","","EC1002B","","3"
"07037442.wav","Horses, one year old foal calling to companion.","132","","EC1002B","","2"
